S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency,Victory Margin,PC Name,EVM Votes Counted,Postal Votes Counted,EVM Votes Polled,Difference,Margin,Difference > Margin,Postalvotes > Margin
6.0,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,12954.0,259.0,13213.0,1.43,Bihar,Jahanabad - 36,,,,,,,,,
7.0,DEEPAK KUMAR,Jagrook Janta Party,8944.0,26.0,8970.0,0.97,Bihar,Jahanabad - 36,,,,,,,,,
8.0,BUDDHADEV SAV,Independent,5765.0,8.0,5773.0,0.62,Bihar,Jahanabad - 36,,,,,,,,,
9.0,NARESH KUMAR,Independent,5709.0,3.0,5712.0,0.62,Bihar,Jahanabad - 36,,,,,,,,,
10.0,CHANDESHWAR PRASAD,Independent,5356.0,22.0,5378.0,0.58,Bihar,Jahanabad - 36,,,,,,,,,
11.0,PIYUSH SINGH,Shoshit Samaj Dal,4611.0,7.0,4618.0,0.5,Bihar,Jahanabad - 36,,,,,,,,,
12.0,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,3230.0,13.0,3243.0,0.35,Bihar,Jahanabad - 36,,,,,,,,,
13.0,KAPIL CHAUHAN,Jan Janwadi Party,2954.0,10.0,2964.0,0.32,Bihar,Jahanabad - 36,,,,,,,,,
14.0,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,2895.0,14.0,2909.0,0.31,Bihar,Jahanabad - 36,,,,,,,,,
15.0,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),2509.0,15.0,2524.0,0.27,Bihar,Jahanabad - 36,,,,,,,,,
16.0,NOTA,None of the Above,10960.0,95.0,11055.0,1.19,Bihar,Jahanabad - 36,,,,,,,,,
1.0,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179.0,867.0,509046.0,51.98,Bihar,Jamui - 40,112482.0,,,,,,,,
2.0,ARCHANA KUMARI,Rashtriya Janata Dal,395696.0,868.0,396564.0,40.5,Bihar,Jamui - 40,,,,,,,,,
3.0,SUBHASH PASWAN,Independent,13841.0,34.0,13875.0,1.42,Bihar,Jamui - 40,,,,,,,,,
4.0,SAKALDEO DAS,Bahujan Samaj Party,12313.0,53.0,12366.0,1.26,Bihar,Jamui - 40,,,,,,,,,
5.0,SRAWON KUMAR,Rashtriya Jansambhavna Party,8604.0,21.0,8625.0,0.88,Bihar,Jamui - 40,,,,,,,,,
6.0,JAGDISH PRASAD,Loktantrik Samajik Nyay Party,6532.0,10.0,6542.0,0.67,Bihar,Jamui - 40,,,,,,,,,
7.0,SANTOSH KUMAR DAS,Socialist Unity Centre Of India (COMMUNIST),6025.0,8.0,6033.0,0.62,Bihar,Jamui - 40,,,,,,,,,
8.0,NOTA,None of the Above,26148.0,34.0,26182.0,2.67,Bihar,Jamui - 40,,,,,,,,,
1.0,RAMPRIT MANDAL,Janata Dal (United),532138.0,894.0,533032.0,48.73,Bihar,Jhanjharpur - 7,184169.0,,,,,,,,
2.0,SUMAN KUMAR MAHASETH,Vikassheel Insaan Party,347989.0,874.0,348863.0,31.9,Bihar,Jhanjharpur - 7,,,,,,,,,
3.0,GULAB YADAV,Bahujan Samaj Party,73532.0,352.0,73884.0,6.76,Bihar,Jhanjharpur - 7,,,,,,,,,
4.0,RAM PRASAD RAUT,Independent,25993.0,17.0,26010.0,2.38,Bihar,Jhanjharpur - 7,,,,,,,,,
5.0,GANGA PRASAD YADAV,Independent,18064.0,10.0,18074.0,1.65,Bihar,Jhanjharpur - 7,,,,,,,,,
6.0,GAURI SHANKAR SAHU,Independent,14307.0,18.0,14325.0,1.31,Bihar,Jhanjharpur - 7,,,,,,,,,
7.0,RAJIV KUMAR JHA,Independent,12488.0,25.0,12513.0,1.14,Bihar,Jhanjharpur - 7,,,,,,,,,
8.0,BABLU KUMAR,Aadarsh Mithila Party,11638.0,35.0,11673.0,1.07,Bihar,Jhanjharpur - 7,,,,,,,,,
9.0,VIDYA NAND RAM,Wazib Adhikar Party,10843.0,19.0,10862.0,0.99,Bihar,Jhanjharpur - 7,,,,,,,,,
10.0,VIJAY KUMAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),8556.0,21.0,8577.0,0.78,Bihar,Jhanjharpur - 7,,,,,,,,,
11.0,NOTA,None of the Above,35846.0,82.0,35928.0,3.28,Bihar,Jhanjharpur - 7,,,,,,,,,
1.0,RAJA RAM SINGH,Communist Party of India (Marxist-Leninist) (Liberation),378922.0,1659.0,380581.0,36.89,Bihar,Karakat - 35,105858.0,,,,,,,,
2.0,PAWAN SINGH,Independent,273546.0,1177.0,274723.0,26.63,Bihar,Karakat - 35,,,,,,,,,
3.0,UPENDRA KUSHWAHA,Rashtriya Lok Morcha,253088.0,788.0,253876.0,24.61,Bihar,Karakat - 35,,,,,,,,,
4.0,DHEERAJ KUMAR SINGH,Bahujan Samaj Party,23549.0,108.0,23657.0,2.29,Bihar,Karakat - 35,,,,,,,,,
5.0,RAJA RAM SINGH,Independent,21357.0,26.0,21383.0,2.07,Bihar,Karakat - 35,,,,,,,,,
6.0,PRIYANKA PRASAD CHOUDHARY,All India Majlis-E-Ittehadul Muslimeen,10983.0,23.0,11006.0,1.07,Bihar,Karakat - 35,,,,,,,,,
7.0,AJEET KUMAR SINGH,Peoples Party of India (Democratic),9634.0,19.0,9653.0,0.94,Bihar,Karakat - 35,,,,,,,,,
8.0,VIKASH VINAYAK,Jan Janwadi Party,7661.0,3.0,7664.0,0.74,Bihar,Karakat - 35,,,,,,,,,
9.0,INDRA RAJ ROUSHAN,Independent,6315.0,9.0,6324.0,0.61,Bihar,Karakat - 35,,,,,,,,,
10.0,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal,5891.0,28.0,5919.0,0.57,Bihar,Karakat - 35,,,,,,,,,
11.0,AVADHESH PASAWAN,Bharatiya Aam Awam Party,5527.0,58.0,5585.0,0.54,Bihar,Karakat - 35,,,,,,,,,
12.0,RAJESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),5003.0,3.0,5006.0,0.49,Bihar,Karakat - 35,,,,,,,,,
13.0,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),4641.0,5.0,4646.0,0.45,Bihar,Karakat - 35,,,,,,,,,
14.0,NOTA,None of the Above,21548.0,47.0,21595.0,2.09,Bihar,Karakat - 35,,,,,,,,,
1.0,TARIQ ANWAR,Indian National Congress,565025.0,2067.0,567092.0,48.41,Bihar,Katihar - 11,49863.0,,,,,,,,
2.0,DULAL CHANDRA GOSWAMI,Janata Dal (United),516199.0,1030.0,517229.0,44.15,Bihar,Katihar - 11,,,,,,,,,
3.0,GOPAL KUMAR MAHTO,Bahujan Samaj Party,14452.0,46.0,14498.0,1.24,Bihar,Katihar - 11,,,,,,,,,
4.0,GYANESHWAR SOREN,Independent,12307.0,10.0,12317.0,1.05,Bihar,Katihar - 11,,,,,,,,,
5.0,KHALID MOBARAK,Independent,10828.0,43.0,10871.0,0.93,Bihar,Katihar - 11,,,,,,,,,
6.0,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party,8473.0,14.0,8487.0,0.72,Bihar,Katihar - 11,,,,,,,,,
7.0,VISHNU SINGH,Bharat Jago Janta Party,6303.0,37.0,6340.0,0.54,Bihar,Katihar - 11,,,,,,,,,
8.0,MARANG HANSADA,Peoples Party of India (Democratic),5875.0,14.0,5889.0,0.5,Bihar,Katihar - 11,,,,,,,,,
9.0,BINDU KUMARI,Samaj Shakti Party,5866.0,18.0,5884.0,0.5,Bihar,Katihar - 11,,,,,,,,,
10.0,NOTA,None of the Above,22866.0,73.0,22939.0,1.96,Bihar,Katihar - 11,,,,,,,,,
1.0,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331.0,1326.0,538657.0,50.73,Bihar,Khagaria - 25,161131.0,,,,,,,,
2.0,SANJAY KUMAR,Communist Party of India (Marxist),375988.0,1538.0,377526.0,35.55,Bihar,Khagaria - 25,,,,,,,,,
3.0,RUPAM DEVI,Independent,27370.0,25.0,27395.0,2.58,Bihar,Khagaria - 25,,,,,,,,,
4.0,SONU KUMAR,Independent,24478.0,5.0,24483.0,2.31,Bihar,Khagaria - 25,,,,,,,,,
5.0,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19487.0,8.0,19495.0,1.84,Bihar,Khagaria - 25,,,,,,,,,
6.0,DR RAVI KUMAR,Bahujan Samaj Party,13894.0,159.0,14053.0,1.32,Bihar,Khagaria - 25,,,,,,,,,
7.0,AJAY KUMAR,Rashtriya Jansambhavna Party,8256.0,54.0,8310.0,0.78,Bihar,Khagaria - 25,,,,,,,,,
8.0,PRIYADARSHEE DINKAR,Independent,7892.0,12.0,7904.0,0.74,Bihar,Khagaria - 25,,,,,,,,,
9.0,DINANATH CHANDRAVANSHI,Independent,6142.0,20.0,6162.0,0.58,Bihar,Khagaria - 25,,,,,,,,,
10.0,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806.0,43.0,2849.0,0.27,Bihar,Khagaria - 25,,,,,,,,,
11.0,ASIF IMAM,Aadarsh Mithila Party,2434.0,9.0,2443.0,0.23,Bihar,Khagaria - 25,,,,,,,,,
12.0,KANCHAN MALA,Hindustan People's Party (Democratic),1478.0,28.0,1506.0,0.14,Bihar,Khagaria - 25,,,,,,,,,
13.0,NOTA,None of the Above,31056.0,55.0,31111.0,2.93,Bihar,Khagaria - 25,,,,,,,,,
1.0,MOHAMMAD JAWED,Indian National Congress,402470.0,380.0,402850.0,35.0,Bihar,Kishanganj - 10,59692.0,,,,,,,,
2.0,MUJAHID ALAM,Janata Dal (United),342795.0,363.0,343158.0,29.81,Bihar,Kishanganj - 10,,,,,,,,,
3.0,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,309011.0,253.0,309264.0,26.87,Bihar,Kishanganj - 10,,,,,,,,,
4.0,BIDESHI RISHIDEV,Independent,11815.0,3.0,11818.0,1.03,Bihar,Kishanganj - 10,,,,,,,,,
5.0,VISHWANATH TUDU,Independent,11300.0,2.0,11302.0,0.98,Bihar,Kishanganj - 10,,,,,,,,,
6.0,MD GUFRAN JAMALI,Independent,9992.0,1.0,9993.0,0.87,Bihar,Kishanganj - 10,,,,,,,,,
7.0,HASIRUL,Independent,9522.0,2.0,9524.0,0.83,Bihar,Kishanganj - 10,,,,,,,,,
8.0,BABUL ALAM,Bahujan Samaj Party,7575.0,4.0,7579.0,0.66,Bihar,Kishanganj - 10,,,,,,,,,
9.0,RAVI KUMAR ROY,Independent,7299.0,3.0,7302.0,0.63,Bihar,Kishanganj - 10,,,,,,,,,
10.0,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha,6055.0,0.0,6055.0,0.53,Bihar,Kishanganj - 10,,,,,,,,,
11.0,CHHOTE LAL MAHTO,Independent,3758.0,5.0,3763.0,0.33,Bihar,Kishanganj - 10,,,,,,,,,
12.0,MOHAMMAD KAUSAR PERWEZ,Independent,3525.0,0.0,3525.0,0.31,Bihar,Kishanganj - 10,,,,,,,,,
13.0,NOTA,None of the Above,24953.0,13.0,24966.0,2.17,Bihar,Kishanganj - 10,,,,,,,,,
1.0,DINESH CHANDRA YADAV,Janata Dal (United),639758.0,891.0,640649.0,52.96,Bihar,Madhepura - 13,174534.0,,,,,,,,
2.0,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal,464982.0,1133.0,466115.0,38.53,Bihar,Madhepura - 13,,,,,,,,,
3.0,SURESHWAR PODDAR,Aadarsh Mithila Party,15423.0,11.0,15434.0,1.28,Bihar,Madhepura - 13,,,,,,,,,
4.0,MD ARSHAD HUSSAIN,Bahujan Samaj Party,12947.0,44.0,12991.0,1.07,Bihar,Madhepura - 13,,,,,,,,,
5.0,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST),11320.0,2.0,11322.0,0.94,Bihar,Madhepura - 13,,,,,,,,,
6.0,UCHESHWAR PANDIT,Samajhdar Party,11127.0,22.0,11149.0,0.92,Bihar,Madhepura - 13,,,,,,,,,
7.0,PRO KAMESHWAR YADAV,Bharatiya Jan Kranti Dal (Democratic),10665.0,9.0,10674.0,0.88,Bihar,Madhepura - 13,,,,,,,,,
8.0,AJABLAL MEHTA,Yuva Krantikari Party,8720.0,16.0,8736.0,0.72,Bihar,Madhepura - 13,,,,,,,,,
9.0,NOTA,None of the Above,32557.0,68.0,32625.0,2.7,Bihar,Madhepura - 13,,,,,,,,,
1.0,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705.0,723.0,553428.0,53.85,Bihar,Madhubani - 6,151945.0,,,,,,,,
2.0,MD ALI ASHRAF FATMI,Rashtriya Janata Dal,400909.0,574.0,401483.0,39.07,Bihar,Madhubani - 6,,,,,,,,,
3.0,SHIV BODHAN SAHU,Independent,13365.0,5.0,13370.0,1.3,Bihar,Madhubani - 6,,,,,,,,,
4.0,BIKASH KUMAR,Bahujan Samaj Party,7197.0,26.0,7223.0,0.7,Bihar,Madhubani - 6,,,,,,,,,
5.0,PRIYE RANJAN,Independent,7046.0,4.0,7050.0,0.69,Bihar,Madhubani - 6,,,,,,,,,
6.0,VAIDYANATH YADAV,Peoples Party of India (Democratic),4980.0,3.0,4983.0,0.48,Bihar,Madhubani - 6,,,,,,,,,
7.0,SARFARAJ ALAM,Akhil Bhartiya Parivar Party,4620.0,3.0,4623.0,0.45,Bihar,Madhubani - 6,,,,,,,,,
8.0,MD WAQUAR SIDDIQUI,All India Majlis-E-Ittehadul Muslimeen,4492.0,6.0,4498.0,0.44,Bihar,Madhubani - 6,,,,,,,,,
9.0,MOHAN SHARMA,Rashtriya Jansambhavna Party,4460.0,4.0,4464.0,0.43,Bihar,Madhubani - 6,,,,,,,,,
10.0,ABU BAKAR RAHMANI,Country Citizen Party,2095.0,2.0,2097.0,0.2,Bihar,Madhubani - 6,,,,,,,,,
11.0,UDAY MANDAL,Samata Party,1998.0,9.0,2007.0,0.2,Bihar,Madhubani - 6,,,,,,,,,
12.0,KUL BHUSHAN PRASAD,Loktantrik Lok Rajyam Party,1780.0,3.0,1783.0,0.17,Bihar,Madhubani - 6,,,,,,,,,
13.0,NOTA,None of the Above,20691.0,28.0,20719.0,2.02,Bihar,Madhubani - 6,,,,,,,,,
1.0,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974.0,1559.0,529533.0,52.22,Bihar,Maharajganj - 19,102651.0,,,,,,,,
2.0,AAKASH KUMAR SINGH,Indian National Congress,425887.0,995.0,426882.0,42.09,Bihar,Maharajganj - 19,,,,,,,,,
3.0,TRIBHUWAN RAM,Peoples Party of India (Democratic),14830.0,8.0,14838.0,1.46,Bihar,Maharajganj - 19,,,,,,,,,
4.0,MADHUSUDAN SINGH,Bahujan Samaj Party,13359.0,43.0,13402.0,1.32,Bihar,Maharajganj - 19,,,,,,,,,
5.0,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,7750.0,17.0,7767.0,0.77,Bihar,Maharajganj - 19,,,,,,,,,
6.0,NOTA,None of the Above,21662.0,25.0,21687.0,2.14,Bihar,Maharajganj - 19,,,,,,,,,
1.0,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal (United),547814.0,2332.0,550146.0,48.3,Bihar,Munger - 28,80870.0,,,,,,,,
2.0,KUMARI ANITA,Rashtriya Janata Dal,467412.0,1864.0,469276.0,41.2,Bihar,Munger - 28,,,,,,,,,
3.0,SHANKAR PRASAD BIND,Independent,21016.0,7.0,21023.0,1.85,Bihar,Munger - 28,,,,,,,,,
4.0,PRIYADARSHI PIYUSH,Independent,15718.0,13.0,15731.0,1.38,Bihar,Munger - 28,,,,,,,,,
5.0,A. K. SINGH ëASHOKí,Independent,13809.0,16.0,13825.0,1.21,Bihar,Munger - 28,,,,,,,,,
6.0,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12143.0,137.0,12280.0,1.08,Bihar,Munger - 28,,,,,,,,,
7.0,KULDIP YADAV,Hindustan People's Party (Democratic),9455.0,31.0,9486.0,0.83,Bihar,Munger - 28,,,,,,,,,
8.0,NEETISH KUMAR,Independent,7470.0,37.0,7507.0,0.66,Bihar,Munger - 28,,,,,,,,,
9.0,PRAVAL KUMAR,Independent,5366.0,9.0,5375.0,0.47,Bihar,Munger - 28,,,,,,,,,
10.0,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST),4893.0,20.0,4913.0,0.43,Bihar,Munger - 28,,,,,,,,,
11.0,ADITYA SINGH MADHUKAR,Independent,4124.0,16.0,4140.0,0.36,Bihar,Munger - 28,,,,,,,,,
12.0,PANKAJ KUMAR,Independent,3410.0,18.0,3428.0,0.3,Bihar,Munger - 28,,,,,,,,,
13.0,NOTA,None of the Above,21920.0,31.0,21951.0,1.93,Bihar,Munger - 28,,,,,,,,,
1.0,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569.0,1180.0,619749.0,55.71,Bihar,Muzaffarpur - 15,234927.0,,,,,,,,
2.0,AJAY NISHAD,Indian National Congress,383759.0,1063.0,384822.0,34.59,Bihar,Muzaffarpur - 15,,,,,,,,,
3.0,ALOK KUMAR SINH,Independent,17225.0,0.0,17225.0,1.55,Bihar,Muzaffarpur - 15,,,,,,,,,
4.0,AWADHESH PRASAD SINGH,Independent,15617.0,1.0,15618.0,1.4,Bihar,Muzaffarpur - 15,,,,,,,,,
5.0,JITENDRA KUMAR,Independent,8692.0,8.0,8700.0,0.78,Bihar,Muzaffarpur - 15,,,,,,,,,
6.0,NILIMA KUMARI,Independent,7309.0,1.0,7310.0,0.66,Bihar,Muzaffarpur - 15,,,,,,,,,
7.0,VIJAYESH KUMAR,Bahujan Samaj Party,6530.0,17.0,6547.0,0.59,Bihar,Muzaffarpur - 15,,,,,,,,,
8.0,AJAY SAHNI,Independent,5157.0,1.0,5158.0,0.46,Bihar,Muzaffarpur - 15,,,,,,,,,
9.0,SUNITA KUMARI,Bajjikanchal Vikas Party,4791.0,1.0,4792.0,0.43,Bihar,Muzaffarpur - 15,,,,,,,,,
10.0,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,4121.0,10.0,4131.0,0.37,Bihar,Muzaffarpur - 15,,,,,,,,,
11.0,MD HAIDAR,Independent,3897.0,0.0,3897.0,0.35,Bihar,Muzaffarpur - 15,,,,,,,,,
12.0,MUKESH KUMAR,Independent,3225.0,0.0,3225.0,0.29,Bihar,Muzaffarpur - 15,,,,,,,,,
13.0,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,2890.0,3.0,2893.0,0.26,Bihar,Muzaffarpur - 15,,,,,,,,,
14.0,SABINA KHATOON,Indian National League,2445.0,8.0,2453.0,0.22,Bihar,Muzaffarpur - 15,,,,,,,,,
15.0,SANDIP KUMAR,Jantantra Awaj Party,1968.0,3.0,1971.0,0.18,Bihar,Muzaffarpur - 15,,,,,,,,,
16.0,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),1852.0,5.0,1857.0,0.17,Bihar,Muzaffarpur - 15,,,,,,,,,
17.0,AJITANSH GAUR,The Agrani Party,1840.0,3.0,1843.0,0.17,Bihar,Muzaffarpur - 15,,,,,,,,,
18.0,SANJAY KUMAR,Independent,1811.0,1.0,1812.0,0.16,Bihar,Muzaffarpur - 15,,,,,,,,,
19.0,BASKIT KUMAR SHARMA,Independent,1778.0,1.0,1779.0,0.16,Bihar,Muzaffarpur - 15,,,,,,,,,
20.0,SONELAL PASWAN,Independent,1730.0,1.0,1731.0,0.16,Bihar,Muzaffarpur - 15,,,,,,,,,
21.0,MANORANJAN KUMAR,Independent,1595.0,3.0,1598.0,0.14,Bihar,Muzaffarpur - 15,,,,,,,,,
22.0,NAND KISHORE SHARMA,Apna Kisan Party,1521.0,1.0,1522.0,0.14,Bihar,Muzaffarpur - 15,,,,,,,,,
23.0,ABHAY KUMAR,Samata Party,1170.0,4.0,1174.0,0.11,Bihar,Muzaffarpur - 15,,,,,,,,,
24.0,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,1115.0,1.0,1116.0,0.1,Bihar,Muzaffarpur - 15,,,,,,,,,
25.0,RAJU SINGH,Independent,984.0,0.0,984.0,0.09,Bihar,Muzaffarpur - 15,,,,,,,,,
26.0,SAROJ KUMAR CHAUDHARY,Independent,965.0,0.0,965.0,0.09,Bihar,Muzaffarpur - 15,,,,,,,,,
27.0,NOTA,None of the Above,7539.0,49.0,7588.0,0.68,Bihar,Muzaffarpur - 15,,,,,,,,,
1.0,KAUSHALENDRA KUMAR,Janata Dal (United),557054.0,2368.0,559422.0,48.88,Bihar,Nalanda - 29,169114.0,,,,,,,,
2.0,DR. SANDEEP SAURAV,Communist Party of India (Marxist-Leninist) (Liberation),388052.0,2256.0,390308.0,34.11,Bihar,Nalanda - 29,,,,,,,,,
3.0,SUDHIR KUMAR,Sanyukt Kisan Vikas Party,25286.0,5.0,25291.0,2.21,Bihar,Nalanda - 29,,,,,,,,,
4.0,SURENDRA PRASAD,Al-Hind Party,18571.0,5.0,18576.0,1.62,Bihar,Nalanda - 29,,,,,,,,,
5.0,SHASHI KUMAR,Samaj Shakti Party,18472.0,8.0,18480.0,1.61,Bihar,Nalanda - 29,,,,,,,,,
6.0,PRAMOD KUMAR NIRALA,Bahujan Samaj Party,15233.0,99.0,15332.0,1.34,Bihar,Nalanda - 29,,,,,,,,,
7.0,AJEET KUMAR,Independent,14746.0,4.0,14750.0,1.29,Bihar,Nalanda - 29,,,,,,,,,
8.0,VINAY PRATAP SINGH,Rashtriya Sanatan Party,9593.0,9.0,9602.0,0.84,Bihar,Nalanda - 29,,,,,,,,,
9.0,SANJAY RAJESH,Karpoori Janta Dal,7878.0,9.0,7887.0,0.69,Bihar,Nalanda - 29,,,,,,,,,
10.0,SUDHIR DAS,Independent,6804.0,2.0,6806.0,0.59,Bihar,Nalanda - 29,,,,,,,,,
11.0,KANHAIYA LAL YADAV,Jagrook Janta Party,6665.0,27.0,6692.0,0.58,Bihar,Nalanda - 29,,,,,,,,,
12.0,SANYUKTA KUMARI,Independent,6232.0,6.0,6238.0,0.55,Bihar,Nalanda - 29,,,,,,,,,
13.0,AJIT KUMAR,Independent,5515.0,5.0,5520.0,0.48,Bihar,Nalanda - 29,,,,,,,,,
14.0,SHYAM SUNDAR PRASAD,Independent,3922.0,10.0,3932.0,0.34,Bihar,Nalanda - 29,,,,,,,,,
15.0,RAMESH KUMAR,Naki Bharatiya Ekta Party,3840.0,5.0,3845.0,0.34,Bihar,Nalanda - 29,,,,,,,,,
16.0,KISLAY KUMAR,Independent,3599.0,3.0,3602.0,0.31,Bihar,Nalanda - 29,,,,,,,,,
17.0,KESHO JAMADAR,Peoples Party of India (Democratic),3369.0,18.0,3387.0,0.3,Bihar,Nalanda - 29,,,,,,,,,
18.0,SURENDER SINGH,Independent,3341.0,4.0,3345.0,0.29,Bihar,Nalanda - 29,,,,,,,,,
19.0,DILIP KUMAR,Moolniwasi Samaj Party,2724.0,5.0,2729.0,0.24,Bihar,Nalanda - 29,,,,,,,,,
20.0,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2456.0,12.0,2468.0,0.22,Bihar,Nalanda - 29,,,,,,,,,
21.0,NISHA RANJAN,Samata Party,2397.0,18.0,2415.0,0.21,Bihar,Nalanda - 29,,,,,,,,,
22.0,SHASHIRANJAN SUMAN,Independent,2331.0,9.0,2340.0,0.2,Bihar,Nalanda - 29,,,,,,,,,
23.0,GHANSHYAM PRASAD SINGH,Independent,2108.0,2.0,2110.0,0.18,Bihar,Nalanda - 29,,,,,,,,,
24.0,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1971.0,9.0,1980.0,0.17,Bihar,Nalanda - 29,,,,,,,,,
25.0,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1937.0,12.0,1949.0,0.17,Bihar,Nalanda - 29,,,,,,,,,
26.0,MUNNA KUMAR,Samajwadi Lok Parishad,1867.0,13.0,1880.0,0.16,Bihar,Nalanda - 29,,,,,,,,,
27.0,PAWAN KUMAR,Independent,1595.0,2.0,1597.0,0.14,Bihar,Nalanda - 29,,,,,,,,,
28.0,PUJA DEVI,Independent,1491.0,14.0,1505.0,0.13,Bihar,Nalanda - 29,,,,,,,,,
29.0,CHANDRA KISHOR PRASAD YADAV,Independent,1177.0,1.0,1178.0,0.1,Bihar,Nalanda - 29,,,,,,,,,
30.0,NOTA,None of the Above,19110.0,107.0,19217.0,1.68,Bihar,Nalanda - 29,,,,,,,,,
1.0,VIVEK THAKUR,Bharatiya Janata Party,408537.0,2071.0,410608.0,47.2,Bihar,Nawada - 39,67670.0,,,,,,,,
2.0,SHRAWAN KUMAR,Rashtriya Janata Dal,340562.0,2376.0,342938.0,39.42,Bihar,Nawada - 39,,,,,,,,,
3.0,BINOD YADAV,Independent,39391.0,128.0,39519.0,4.54,Bihar,Nawada - 39,,,,,,,,,
4.0,GUNJAN KUMAR,Independent,29444.0,238.0,29682.0,3.41,Bihar,Nawada - 39,,,,,,,,,
5.0,RANJIT KUMAR,Bahujan Samaj Party,16240.0,76.0,16316.0,1.88,Bihar,Nawada - 39,,,,,,,,,
6.0,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,7727.0,9.0,7736.0,0.89,Bihar,Nawada - 39,,,,,,,,,
7.0,GAUTAM KUMAR BABLOO,Bhagidari Party(P),5886.0,3.0,5889.0,0.68,Bihar,Nawada - 39,,,,,,,,,
8.0,GANAURI PANDIT,Peoples Party of India (Democratic),4558.0,32.0,4590.0,0.53,Bihar,Nawada - 39,,,,,,,,,
9.0,NOTA,None of the Above,12555.0,37.0,12592.0,1.45,Bihar,Nawada - 39,,,,,,,,,
1.0,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959.0,1462.0,580421.0,53.43,Bihar,Paschim Champaran - 2,136568.0,,,,,,,,
2.0,MADAN MOHAN TIWARI,Indian National Congress,441363.0,2490.0,443853.0,40.86,Bihar,Paschim Champaran - 2,,,,,,,,,
3.0,SANJAY KUMAR,Viro Ke Vir Indian Party,13139.0,6.0,13145.0,1.21,Bihar,Paschim Champaran - 2,,,,,,,,,
4.0,UPENDRA RAM,Bahujan Samaj Party,10913.0,49.0,10962.0,1.01,Bihar,Paschim Champaran - 2,,,,,,,,,
5.0,MOHAMMAD SOAIB,Independent,8992.0,2.0,8994.0,0.83,Bihar,Paschim Champaran - 2,,,,,,,,,
6.0,RAUSHAN KUMAR SRIVASTAVA,Independent,8496.0,9.0,8505.0,0.78,Bihar,Paschim Champaran - 2,,,,,,,,,
7.0,MD. KALAM SAI,Independent,4922.0,3.0,4925.0,0.45,Bihar,Paschim Champaran - 2,,,,,,,,,
8.0,NAFISH AHMAD,Independent,4163.0,0.0,4163.0,0.38,Bihar,Paschim Champaran - 2,,,,,,,,,
9.0,NOTA,None of the Above,11223.0,65.0,11288.0,1.04,Bihar,Paschim Champaran - 2,,,,,,,,,
1.0,MISHA BHARTI,Rashtriya Janata Dal,612147.0,1136.0,613283.0,49.86,Bihar,Patliputra - 31,85174.0,,,,,,,,
2.0,RAM KRIPAL YADAV,Bharatiya Janata Party,526608.0,1501.0,528109.0,42.93,Bihar,Patliputra - 31,,,,,,,,,
3.0,DR S P SHARMA,Hindustan Vikas Dal,15139.0,1.0,15140.0,1.23,Bihar,Patliputra - 31,,,,,,,,,
4.0,HARIKESHWAR RAM,Bahujan Samaj Party,10931.0,34.0,10965.0,0.89,Bihar,Patliputra - 31,,,,,,,,,
5.0,VINDU DEVI,Rashtriya Jansambhavna Party,10741.0,3.0,10744.0,0.87,Bihar,Patliputra - 31,,,,,,,,,
6.0,SHIV KUMAR SINGH,Apna Kisan Party,9011.0,5.0,9016.0,0.73,Bihar,Patliputra - 31,,,,,,,,,
