S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency,Victory Margin,PC Name,EVM Votes Counted,Postal Votes Counted,EVM Votes Polled,Difference,Margin,Difference > Margin,Postalvotes > Margin
7.0,SANJAY KUMAR SINGH,Bhartiya Sarthak Party,4753.0,0.0,4753.0,0.39,Bihar,Patliputra - 31,,,,,,,,,
8.0,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen,4010.0,13.0,4023.0,0.33,Bihar,Patliputra - 31,,,,,,,,,
9.0,RAM NIRANJAN ROY,Rashtrawadi Chetna Party,3914.0,1.0,3915.0,0.32,Bihar,Patliputra - 31,,,,,,,,,
10.0,MRITUNJAY KUMAR,Bhagidari Party(P),3483.0,0.0,3483.0,0.28,Bihar,Patliputra - 31,,,,,,,,,
11.0,DURGESH NANDAN SINGH,Independent,3104.0,2.0,3106.0,0.25,Bihar,Patliputra - 31,,,,,,,,,
12.0,NAGESHWAR PRASAD,Peoples Party of India (Democratic),2048.0,3.0,2051.0,0.17,Bihar,Patliputra - 31,,,,,,,,,
13.0,SUBHASH KUMAR,Bhartiya Lok Chetna Party,1979.0,0.0,1979.0,0.16,Bihar,Patliputra - 31,,,,,,,,,
14.0,NITESH KUMAR PATEL,Adarsh Jankalyan Dal,1816.0,1.0,1817.0,0.15,Bihar,Patliputra - 31,,,,,,,,,
15.0,RANJAN KUMAR,Independent,1807.0,2.0,1809.0,0.15,Bihar,Patliputra - 31,,,,,,,,,
16.0,NIRAJ KUMAR,Independent,1767.0,4.0,1771.0,0.14,Bihar,Patliputra - 31,,,,,,,,,
17.0,KUNAL KUMAR,Hamara Sahara Party,1607.0,7.0,1614.0,0.13,Bihar,Patliputra - 31,,,,,,,,,
18.0,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party,1479.0,4.0,1483.0,0.12,Bihar,Patliputra - 31,,,,,,,,,
19.0,ANIL DAS,Bhartiya Dalit Party,1465.0,4.0,1469.0,0.12,Bihar,Patliputra - 31,,,,,,,,,
20.0,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST),1421.0,3.0,1424.0,0.12,Bihar,Patliputra - 31,,,,,,,,,
21.0,MADHURI KUMARI,All India Forward Bloc,1301.0,1.0,1302.0,0.11,Bihar,Patliputra - 31,,,,,,,,,
22.0,JAWAHAR SINGH,Bhartiya Manavta Party,1235.0,2.0,1237.0,0.1,Bihar,Patliputra - 31,,,,,,,,,
23.0,NOTA,None of the Above,5573.0,33.0,5606.0,0.46,Bihar,Patliputra - 31,,,,,,,,,
1.0,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212.0,1058.0,588270.0,54.7,Bihar,Patna Sahib - 30,153846.0,,,,,,,,
2.0,ANSHUL AVIJIT,Indian National Congress,433818.0,606.0,434424.0,40.39,Bihar,Patna Sahib - 30,,,,,,,,,
3.0,RAKESH SHARMA,Independent,9942.0,1.0,9943.0,0.92,Bihar,Patna Sahib - 30,,,,,,,,,
4.0,NEERAJ KUMAR,Bahujan Samaj Party,5912.0,16.0,5928.0,0.55,Bihar,Patna Sahib - 30,,,,,,,,,
5.0,AWADHESH PRASAD,Independent,4973.0,1.0,4974.0,0.46,Bihar,Patna Sahib - 30,,,,,,,,,
6.0,ENG UMESH RAJAK,Peoples Party of India (Democratic),4664.0,8.0,4672.0,0.43,Bihar,Patna Sahib - 30,,,,,,,,,
7.0,SANJAY KUMAR URF SANJAY BALMIKI,Independent,4643.0,0.0,4643.0,0.43,Bihar,Patna Sahib - 30,,,,,,,,,
8.0,DHARMVIR KUMAR BHASKAR,Independent,2415.0,1.0,2416.0,0.22,Bihar,Patna Sahib - 30,,,,,,,,,
9.0,AMIT KUMAR ALBELA,Independent,2050.0,3.0,2053.0,0.19,Bihar,Patna Sahib - 30,,,,,,,,,
10.0,MAHESH KUMAR,Samata Party,2003.0,0.0,2003.0,0.19,Bihar,Patna Sahib - 30,,,,,,,,,
11.0,DHANJAY KUMAR,Rashtriya Jansambhavna Party,1969.0,2.0,1971.0,0.18,Bihar,Patna Sahib - 30,,,,,,,,,
12.0,GULAB PRASAD,Loktantrik Samajwadi Party,1923.0,2.0,1925.0,0.18,Bihar,Patna Sahib - 30,,,,,,,,,
13.0,SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party,1715.0,1.0,1716.0,0.16,Bihar,Patna Sahib - 30,,,,,,,,,
14.0,MAHBOOB ALAM ANSARI,Bharatiya Momin Front,1635.0,3.0,1638.0,0.15,Bihar,Patna Sahib - 30,,,,,,,,,
15.0,DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic),1238.0,2.0,1240.0,0.12,Bihar,Patna Sahib - 30,,,,,,,,,
16.0,SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST),1078.0,0.0,1078.0,0.1,Bihar,Patna Sahib - 30,,,,,,,,,
17.0,SHAHID ALAM,Jantantra Awaj Party,1040.0,3.0,1043.0,0.1,Bihar,Patna Sahib - 30,,,,,,,,,
18.0,NOTA,None of the Above,5532.0,27.0,5559.0,0.52,Bihar,Patna Sahib - 30,,,,,,,,,
1.0,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867.0,689.0,567556.0,47.46,Bihar,Purnia - 12,23847.0,,,,,,,,
2.0,SANTOSH KUMAR,Janata Dal (United),543313.0,396.0,543709.0,45.47,Bihar,Purnia - 12,,,,,,,,,
3.0,BIMA BHARTI,Rashtriya Janata Dal,27017.0,103.0,27120.0,2.27,Bihar,Purnia - 12,,,,,,,,,
4.0,ARUN DAS,Bahujan Samaj Party,10595.0,24.0,10619.0,0.89,Bihar,Purnia - 12,,,,,,,,,
5.0,SATYENDRA YADAV,Independent,8457.0,2.0,8459.0,0.71,Bihar,Purnia - 12,,,,,,,,,
6.0,NOMAN ALAM,Independent,7693.0,0.0,7693.0,0.64,Bihar,Purnia - 12,,,,,,,,,
7.0,KISHOR KUMAR YADAV,All India Forward Bloc,6846.0,8.0,6854.0,0.57,Bihar,Purnia - 12,,,,,,,,,
8.0,NOTA,None of the Above,23819.0,15.0,23834.0,1.99,Bihar,Purnia - 12,,,,,,,,,
1.0,RADHA MOHAN SINGH,Bharatiya Janata Party,540598.0,1595.0,542193.0,50.5,Bihar,Purvi Champaran - 3,88287.0,,,,,,,,
2.0,DR RAJESH KUMAR,Vikassheel Insaan Party,451118.0,2788.0,453906.0,42.28,Bihar,Purvi Champaran - 3,,,,,,,,,
3.0,MOHAMMAD AJMER ALAM,Independent,13030.0,17.0,13047.0,1.22,Bihar,Purvi Champaran - 3,,,,,,,,,
4.0,VIJAY KUMAR SAHANI,Rashtriya Jansambhavna Party,8158.0,27.0,8185.0,0.76,Bihar,Purvi Champaran - 3,,,,,,,,,
5.0,RAJESH SINGH,Independent,7176.0,6.0,7182.0,0.67,Bihar,Purvi Champaran - 3,,,,,,,,,
6.0,GYANTI DEVI,Prabuddha Republican Party,6963.0,45.0,7008.0,0.65,Bihar,Purvi Champaran - 3,,,,,,,,,
7.0,PAWAN KUMAR,Bhartiya Sarthak Party,4895.0,19.0,4914.0,0.46,Bihar,Purvi Champaran - 3,,,,,,,,,
8.0,MUNESHWAR TIWARI,Independent,4017.0,5.0,4022.0,0.37,Bihar,Purvi Champaran - 3,,,,,,,,,
9.0,RAJESH KUMAR S/O GAGANLAL SAHNI,Independent,3930.0,4.0,3934.0,0.37,Bihar,Purvi Champaran - 3,,,,,,,,,
10.0,RAJESH KUMAR S/O VISHUN SAH,Independent,3489.0,3.0,3492.0,0.33,Bihar,Purvi Champaran - 3,,,,,,,,,
11.0,NAWAL KISHOR PRASAD,Viro Ke Vir Indian Party,3449.0,15.0,3464.0,0.32,Bihar,Purvi Champaran - 3,,,,,,,,,
12.0,NIKESH KUMAR,Independent,2539.0,14.0,2553.0,0.24,Bihar,Purvi Champaran - 3,,,,,,,,,
13.0,NOTA,None of the Above,19729.0,59.0,19788.0,1.84,Bihar,Purvi Champaran - 3,,,,,,,,,
1.0,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095.0,691.0,579786.0,52.97,Bihar,Samastipur - 23,187251.0,,,,,,,,
2.0,SUNNY HAZARI,Indian National Congress,391558.0,977.0,392535.0,35.86,Bihar,Samastipur - 23,,,,,,,,,
3.0,SHASHI BHUSHAN DAS,Independent,25953.0,4.0,25957.0,2.37,Bihar,Samastipur - 23,,,,,,,,,
4.0,RAVI RAUSHAN KUMAR,Independent,16151.0,4.0,16155.0,1.48,Bihar,Samastipur - 23,,,,,,,,,
5.0,RAM LAKHAN MAHTO,Bahujan Samaj Party,12698.0,34.0,12732.0,1.16,Bihar,Samastipur - 23,,,,,,,,,
6.0,PINKU PASWAN,Rashtriya Jansambhavna Party,12426.0,11.0,12437.0,1.14,Bihar,Samastipur - 23,,,,,,,,,
7.0,MUKESH CHAUPAL,Independent,5574.0,5.0,5579.0,0.51,Bihar,Samastipur - 23,,,,,,,,,
8.0,JIBACHH KUMAR HAJARI,Independent,4686.0,8.0,4694.0,0.43,Bihar,Samastipur - 23,,,,,,,,,
9.0,RATAN BIHARI,Desh Janhit Party,3411.0,8.0,3419.0,0.31,Bihar,Samastipur - 23,,,,,,,,,
10.0,VIDYA NAND RAM,Wazib Adhikar Party,3110.0,2.0,3112.0,0.28,Bihar,Samastipur - 23,,,,,,,,,
11.0,AMRITA KUMARI,Independent,2849.0,3.0,2852.0,0.26,Bihar,Samastipur - 23,,,,,,,,,
12.0,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2665.0,1.0,2666.0,0.24,Bihar,Samastipur - 23,,,,,,,,,
13.0,NOTA,None of the Above,32645.0,23.0,32668.0,2.98,Bihar,Samastipur - 23,,,,,,,,,
1.0,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234.0,1518.0,471752.0,46.18,Bihar,Saran - 20,13661.0,,,,,,,,
2.0,ROHINI ACHARYA,Rashtriya Janata Dal,456763.0,1328.0,458091.0,44.84,Bihar,Saran - 20,,,,,,,,,
3.0,LAXAMAN PRAO YADAV,Independent,22041.0,2.0,22043.0,2.16,Bihar,Saran - 20,,,,,,,,,
4.0,SHAK NAUSHAD,Independent,16101.0,2.0,16103.0,1.58,Bihar,Saran - 20,,,,,,,,,
5.0,AVINASH KUMAR,Bahujan Samaj Party,14708.0,62.0,14770.0,1.45,Bihar,Saran - 20,,,,,,,,,
6.0,RAGHWENDRA PRATAP SINGH,Independent,5165.0,2.0,5167.0,0.51,Bihar,Saran - 20,,,,,,,,,
7.0,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5025.0,5.0,5030.0,0.49,Bihar,Saran - 20,,,,,,,,,
8.0,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3661.0,26.0,3687.0,0.36,Bihar,Saran - 20,,,,,,,,,
9.0,MOHAMAD SALIM,Independent,3148.0,3.0,3151.0,0.31,Bihar,Saran - 20,,,,,,,,,
10.0,ARTI KUMARI,Independent,3009.0,14.0,3023.0,0.3,Bihar,Saran - 20,,,,,,,,,
11.0,PRABHAT KUMAR,Independent,2302.0,4.0,2306.0,0.23,Bihar,Saran - 20,,,,,,,,,
12.0,BARUN KUMAR DAS,Gana Suraksha Party,1770.0,5.0,1775.0,0.17,Bihar,Saran - 20,,,,,,,,,
13.0,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1699.0,5.0,1704.0,0.17,Bihar,Saran - 20,,,,,,,,,
14.0,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1486.0,3.0,1489.0,0.15,Bihar,Saran - 20,,,,,,,,,
15.0,NOTA,None of the Above,11382.0,35.0,11417.0,1.12,Bihar,Saran - 20,,,,,,,,,
1.0,MANOJ KUMAR,Indian National Congress,509977.0,3027.0,513004.0,46.76,Bihar,Sasaram - 34,19157.0,,,,,,,,
2.0,SHIVESH KUMAR,Bharatiya Janata Party,492177.0,1670.0,493847.0,45.01,Bihar,Sasaram - 34,,,,,,,,,
3.0,SANTOSH KUMAR,Bahujan Samaj Party,45491.0,107.0,45598.0,4.16,Bihar,Sasaram - 34,,,,,,,,,
4.0,SHIV SHANKAR RAM,Independent,8009.0,10.0,8019.0,0.73,Bihar,Sasaram - 34,,,,,,,,,
5.0,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,4817.0,5.0,4822.0,0.44,Bihar,Sasaram - 34,,,,,,,,,
6.0,BANARSI DAS,Peoples Party of India (Democratic),4498.0,0.0,4498.0,0.41,Bihar,Sasaram - 34,,,,,,,,,
7.0,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,2823.0,11.0,2834.0,0.26,Bihar,Sasaram - 34,,,,,,,,,
8.0,PUNAM DEVI,Jantantra Awaj Party,2634.0,20.0,2654.0,0.24,Bihar,Sasaram - 34,,,,,,,,,
9.0,UJARAN MUSAHAR,Jan Janwadi Party,2616.0,4.0,2620.0,0.24,Bihar,Sasaram - 34,,,,,,,,,
10.0,NANDLAL RAM,Rashtriya Samaj Paksha,1956.0,4.0,1960.0,0.18,Bihar,Sasaram - 34,,,,,,,,,
11.0,NOTA,None of the Above,17160.0,59.0,17219.0,1.57,Bihar,Sasaram - 34,,,,,,,,,
1.0,LOVELY ANAND,Janata Dal (United),475709.0,903.0,476612.0,45.15,Bihar,Sheohar - 4,29143.0,,,,,,,,
2.0,RITU JAISWAL,Rashtriya Janata Dal,445482.0,1987.0,447469.0,42.39,Bihar,Sheohar - 4,,,,,,,,,
3.0,AKHILESHWAR SHRIVAISHANV,Independent,29014.0,80.0,29094.0,2.76,Bihar,Sheohar - 4,,,,,,,,,
4.0,KANHAIYA KUMAR,Independent,20585.0,7.0,20592.0,1.95,Bihar,Sheohar - 4,,,,,,,,,
5.0,RANA RANJIT,All India Majlis-E-Ittehadul Muslimeen,11947.0,32.0,11979.0,1.13,Bihar,Sheohar - 4,,,,,,,,,
6.0,SUDHIR KUMAR SINGH,Viro Ke Vir Indian Party,9096.0,6.0,9102.0,0.86,Bihar,Sheohar - 4,,,,,,,,,
7.0,VIJENDRA THAKUR,Bahujan Samaj Party,8865.0,23.0,8888.0,0.84,Bihar,Sheohar - 4,,,,,,,,,
8.0,UPENDRA SAHANI,Rashtriya Jansambhavna Party,6332.0,6.0,6338.0,0.6,Bihar,Sheohar - 4,,,,,,,,,
9.0,MAMTA KUMARI,Samata Party,5431.0,4.0,5435.0,0.51,Bihar,Sheohar - 4,,,,,,,,,
10.0,MOHAMMAD MAHTAB ALAM,Samaj Shakti Party,4867.0,4.0,4871.0,0.46,Bihar,Sheohar - 4,,,,,,,,,
11.0,JAGDISH PRASAD,Bajjikanchal Vikas Party,2950.0,5.0,2955.0,0.28,Bihar,Sheohar - 4,,,,,,,,,
12.0,DILIP KUMAR MISHRA,Prabal Bharat Party,2097.0,2.0,2099.0,0.2,Bihar,Sheohar - 4,,,,,,,,,
13.0,NOTA,None of the Above,30130.0,38.0,30168.0,2.86,Bihar,Sheohar - 4,,,,,,,,,
1.0,DEVESH CHANDRA THAKUR,Janata Dal (United),514940.0,779.0,515719.0,47.14,Bihar,Sitamarhi - 5,51356.0,,,,,,,,
2.0,ARJUN RAY,Rashtriya Janata Dal,463107.0,1256.0,464363.0,42.45,Bihar,Sitamarhi - 5,,,,,,,,,
3.0,SAIQUA NAWAZ AZMAT,Independent,28911.0,1.0,28912.0,2.64,Bihar,Sitamarhi - 5,,,,,,,,,
4.0,SHYAM NANDAN KISHOR PRASAD,Independent,11173.0,15.0,11188.0,1.02,Bihar,Sitamarhi - 5,,,,,,,,,
5.0,BHOLA SINGH,Bahujan Samaj Party,8773.0,37.0,8810.0,0.81,Bihar,Sitamarhi - 5,,,,,,,,,
6.0,UPENDRA SAHANI,Rashtriya Jansambhavna Party,8446.0,8.0,8454.0,0.77,Bihar,Sitamarhi - 5,,,,,,,,,
7.0,CHANDRIKA PRASAD,Independent,7109.0,5.0,7114.0,0.65,Bihar,Sitamarhi - 5,,,,,,,,,
8.0,VINOD SAH,Independent,4477.0,4.0,4481.0,0.41,Bihar,Sitamarhi - 5,,,,,,,,,
9.0,KRISHNA KISHORE,Independent,3280.0,0.0,3280.0,0.3,Bihar,Sitamarhi - 5,,,,,,,,,
10.0,MUSHAHID RAZA,Desh Janhit Party,2190.0,2.0,2192.0,0.2,Bihar,Sitamarhi - 5,,,,,,,,,
11.0,UMESH KUMAR YADAV,Independent,2126.0,2.0,2128.0,0.19,Bihar,Sitamarhi - 5,,,,,,,,,
12.0,RAJENDRA MAHTO,Karpoori Janta Dal,1976.0,5.0,1981.0,0.18,Bihar,Sitamarhi - 5,,,,,,,,,
13.0,ANAND KUMAR,Independent,1787.0,9.0,1796.0,0.16,Bihar,Sitamarhi - 5,,,,,,,,,
14.0,ABDUL SAMAD,Independent,1439.0,2.0,1441.0,0.13,Bihar,Sitamarhi - 5,,,,,,,,,
15.0,NOTA,None of the Above,32102.0,31.0,32133.0,2.94,Bihar,Sitamarhi - 5,,,,,,,,,
1.0,VIJAYLAKSHMI DEVI,Janata Dal (United),385625.0,883.0,386508.0,38.73,Bihar,Siwan - 18,92857.0,,,,,,,,
2.0,HENA SHAHAB,Independent,293084.0,567.0,293651.0,29.42,Bihar,Siwan - 18,,,,,,,,,
3.0,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198063.0,760.0,198823.0,19.92,Bihar,Siwan - 18,,,,,,,,,
4.0,SATYENDRA KUSHWAHA,Independent,21558.0,7.0,21565.0,2.16,Bihar,Siwan - 18,,,,,,,,,
5.0,JEEWAN KUMAR,Independent,18489.0,101.0,18590.0,1.86,Bihar,Siwan - 18,,,,,,,,,
6.0,DILIP KU SINGH,Bahujan Samaj Party,12032.0,80.0,12112.0,1.21,Bihar,Siwan - 18,,,,,,,,,
7.0,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party,8851.0,28.0,8879.0,0.89,Bihar,Siwan - 18,,,,,,,,,
8.0,DR. RAVINDRA NATH SHUKLA,Independent,8681.0,12.0,8693.0,0.87,Bihar,Siwan - 18,,,,,,,,,
9.0,DEVKANT MISHRA,Independent,6162.0,19.0,6181.0,0.62,Bihar,Siwan - 18,,,,,,,,,
10.0,PRAMOD KUMAR,Independent,5666.0,2.0,5668.0,0.57,Bihar,Siwan - 18,,,,,,,,,
11.0,PRAKASH MANI TIWARI,Independent,4503.0,6.0,4509.0,0.45,Bihar,Siwan - 18,,,,,,,,,
12.0,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent,3920.0,2.0,3922.0,0.39,Bihar,Siwan - 18,,,,,,,,,
13.0,DILIP KUMAR SINGH,Independent,1947.0,6.0,1953.0,0.2,Bihar,Siwan - 18,,,,,,,,,
14.0,NOTA,None of the Above,26925.0,39.0,26964.0,2.7,Bihar,Siwan - 18,,,,,,,,,
1.0,DILESHWAR KAMAIT,Janata Dal (United),592922.0,2116.0,595038.0,48.33,Bihar,Supaul - 8,169803.0,,,,,,,,
2.0,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal,422037.0,3198.0,425235.0,34.54,Bihar,Supaul - 8,,,,,,,,,
3.0,BAIDYA NATH MEHTA,Independent,51325.0,327.0,51652.0,4.2,Bihar,Supaul - 8,,,,,,,,,
4.0,YOG NARAYAN SINGH,Independent,27447.0,7.0,27454.0,2.23,Bihar,Supaul - 8,,,,,,,,,
5.0,VINDESHWARI PRASAD,Independent,18450.0,7.0,18457.0,1.5,Bihar,Supaul - 8,,,,,,,,,
6.0,KIRAN DEVI,Bahujan Samaj Party,17961.0,118.0,18079.0,1.47,Bihar,Supaul - 8,,,,,,,,,
7.0,MOHD KALIM KHAN,Rashtriya Jansambhavna Party,14064.0,14.0,14078.0,1.14,Bihar,Supaul - 8,,,,,,,,,
8.0,UMESH PRASAD SAH,Jai Hind Party,12971.0,43.0,13014.0,1.06,Bihar,Supaul - 8,,,,,,,,,
9.0,RAJ KUMAR YADAV,Viro Ke Vir Indian Party,10795.0,11.0,10806.0,0.88,Bihar,Supaul - 8,,,,,,,,,
10.0,RAMESH KUMAR ANAND,"Proutist Bloc, India",9439.0,12.0,9451.0,0.77,Bihar,Supaul - 8,,,,,,,,,
11.0,ABDUL MATIN,Independent,7177.0,17.0,7194.0,0.58,Bihar,Supaul - 8,,,,,,,,,
12.0,BAMBAM KUMAR,Independent,7000.0,6.0,7006.0,0.57,Bihar,Supaul - 8,,,,,,,,,
13.0,NITISH KUMAR,Independent,5894.0,21.0,5915.0,0.48,Bihar,Supaul - 8,,,,,,,,,
14.0,AJAY KUMAR SAH,Independent,5330.0,21.0,5351.0,0.43,Bihar,Supaul - 8,,,,,,,,,
15.0,SHIV HARI AGRAWAL,Bharat Nirman Party,3770.0,2.0,3772.0,0.31,Bihar,Supaul - 8,,,,,,,,,
16.0,NOTA,None of the Above,18444.0,168.0,18612.0,1.51,Bihar,Supaul - 8,,,,,,,,,
1.0,NITYANAND RAI,Bharatiya Janata Party,515159.0,806.0,515965.0,49.51,Bihar,Ujiarpur - 22,60102.0,,,,,,,,
2.0,ALOK KUMAR MEHTA,Rashtriya Janata Dal,454870.0,993.0,455863.0,43.75,Bihar,Ujiarpur - 22,,,,,,,,,
3.0,SANJAY PASWAN,Independent,16961.0,2.0,16963.0,1.63,Bihar,Ujiarpur - 22,,,,,,,,,
4.0,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7081.0,20.0,7101.0,0.68,Bihar,Ujiarpur - 22,,,,,,,,,
5.0,RAKESH KUMAR,Independent,5953.0,4.0,5957.0,0.57,Bihar,Ujiarpur - 22,,,,,,,,,
6.0,SANTHOSH RAI,Rashtriya Jansambhavna Party,4423.0,3.0,4426.0,0.42,Bihar,Ujiarpur - 22,,,,,,,,,
7.0,NARENDRA GIRI,Independent,3150.0,1.0,3151.0,0.3,Bihar,Ujiarpur - 22,,,,,,,,,
8.0,KISHOR KUMAR,Independent,2209.0,0.0,2209.0,0.21,Bihar,Ujiarpur - 22,,,,,,,,,
9.0,AMARESH RAY,Independent,2140.0,3.0,2143.0,0.21,Bihar,Ujiarpur - 22,,,,,,,,,
10.0,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1749.0,7.0,1756.0,0.17,Bihar,Ujiarpur - 22,,,,,,,,,
11.0,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1299.0,7.0,1306.0,0.13,Bihar,Ujiarpur - 22,,,,,,,,,
12.0,NIKKI JHA,Jagrook Janta Party,1006.0,14.0,1020.0,0.1,Bihar,Ujiarpur - 22,,,,,,,,,
13.0,MANOJ KUMAR,Janta Raj Vikas Party,937.0,2.0,939.0,0.09,Bihar,Ujiarpur - 22,,,,,,,,,
14.0,NOTA,None of the Above,23246.0,23.0,23269.0,2.23,Bihar,Ujiarpur - 22,,,,,,,,,
1.0,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225.0,818.0,567043.0,48.38,Bihar,Vaishali - 16,89634.0,,,,,,,,
2.0,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,476199.0,1210.0,477409.0,40.73,Bihar,Vaishali - 16,,,,,,,,,
3.0,VIKKY KUMAR,Independent,34253.0,3.0,34256.0,2.92,Bihar,Vaishali - 16,,,,,,,,,
4.0,SHAMBHU KUMAR SINGH,Bahujan Samaj Party,21367.0,69.0,21436.0,1.83,Bihar,Vaishali - 16,,,,,,,,,
5.0,RAJ NARAYAN YADAV,Independent,9614.0,2.0,9616.0,0.82,Bihar,Vaishali - 16,,,,,,,,,
6.0,PARAMHANS SINGH,Independent,5316.0,1.0,5317.0,0.45,Bihar,Vaishali - 16,,,,,,,,,
7.0,HARI NARAYAN RAM,Viro Ke Vir Indian Party,5097.0,3.0,5100.0,0.44,Bihar,Vaishali - 16,,,,,,,,,
8.0,RAMESHWAR MAHTO,Bhartiya Sarthak Party,4141.0,9.0,4150.0,0.35,Bihar,Vaishali - 16,,,,,,,,,
9.0,KUMAR SHISHIR,Independent,3903.0,4.0,3907.0,0.33,Bihar,Vaishali - 16,,,,,,,,,
10.0,MUHAMAD AVAS,Independent,3758.0,0.0,3758.0,0.32,Bihar,Vaishali - 16,,,,,,,,,
11.0,ABHA RAY,Peoples Party of India (Democratic),3263.0,11.0,3274.0,0.28,Bihar,Vaishali - 16,,,,,,,,,
12.0,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST),2998.0,11.0,3009.0,0.26,Bihar,Vaishali - 16,,,,,,,,,
13.0,VINOD KUMAR SHARMA,Jantantra Awaj Party,2929.0,5.0,2934.0,0.25,Bihar,Vaishali - 16,,,,,,,,,
14.0,ANIKET RAJ,Rashtriya Samaj Paksha,2018.0,7.0,2025.0,0.17,Bihar,Vaishali - 16,,,,,,,,,
15.0,BALENDRA TIWARY,Hindustan Janta Party Secular,1360.0,6.0,1366.0,0.12,Bihar,Vaishali - 16,,,,,,,,,
16.0,NOTA,None of the Above,27420.0,40.0,27460.0,2.34,Bihar,Vaishali - 16,,,,,,,,,
1.0,SUNIL KUMAR,Janata Dal (United),522495.0,927.0,523422.0,47.5,Bihar,Valmiki Nagar - 1,98675.0,,,,,,,,
2.0,DEEPAK YADAV,Rashtriya Janata Dal,422959.0,1788.0,424747.0,38.55,Bihar,Valmiki Nagar - 1,,,,,,,,,
3.0,PRAVESH KUMAR MISHRA @ ANUP,Independent,23195.0,30.0,23225.0,2.11,Bihar,Valmiki Nagar - 1,,,,,,,,,
4.0,DINESH AGRAWAL,Independent,19787.0,23.0,19810.0,1.8,Bihar,Valmiki Nagar - 1,,,,,,,,,
5.0,DURGESH SINGH CHAUHAN,Bahujan Samaj Party,18739.0,77.0,18816.0,1.71,Bihar,Valmiki Nagar - 1,,,,,,,,,
6.0,CHANDRESHWAR MISHRA,Independent,13590.0,8.0,13598.0,1.23,Bihar,Valmiki Nagar - 1,,,,,,,,,
7.0,SHAFI MOHAMMAD MIYA,Aazad Samaj Party (Kanshi Ram),13419.0,13.0,13432.0,1.22,Bihar,Valmiki Nagar - 1,,,,,,,,,
8.0,PARSHURAM SAH,Independent,12142.0,8.0,12150.0,1.1,Bihar,Valmiki Nagar - 1,,,,,,,,,
9.0,NABA KUMAR SARANIA (HIRA BHAI),Gana Suraksha Party,11420.0,3.0,11423.0,1.04,Bihar,Valmiki Nagar - 1,,,,,,,,,
10.0,SHAMBHU PRASAD,Independent,10478.0,20.0,10498.0,0.95,Bihar,Valmiki Nagar - 1,,,,,,,,,
11.0,NOTA,None of the Above,30673.0,36.0,30709.0,2.79,Bihar,Valmiki Nagar - 1,,,,,,,,,
1.0,MANISH TEWARI,Indian National Congress,216350.0,307.0,216657.0,48.22,Chandigarh,Chandigarh - 1,2504.0,,,,,,,,
2.0,SANJAY TANDON,Bharatiya Janata Party,213770.0,383.0,214153.0,47.67,Chandigarh,Chandigarh - 1,,,,,,,,,
3.0,RITU SINGH,Bahujan Samaj Party,6697.0,11.0,6708.0,1.49,Chandigarh,Chandigarh - 1,,,,,,,,,
4.0,LAKHVIR SINGH ALIAS KOTLA,Independent,2625.0,1.0,2626.0,0.58,Chandigarh,Chandigarh - 1,,,,,,,,,
5.0,DEEPANSHU SHARMA,Akhil Bhartiya Parivar Party,1066.0,2.0,1068.0,0.24,Chandigarh,Chandigarh - 1,,,,,,,,,
6.0,EX-ASSISTANT COMMANDANT RANPREET SINGH,Independent,1051.0,3.0,1054.0,0.23,Chandigarh,Chandigarh - 1,,,,,,,,,
7.0,VINOD KUMAR,Independent,683.0,0.0,683.0,0.15,Chandigarh,Chandigarh - 1,,,,,,,,,
8.0,SUNIL THAMAN,Haryana Jansena Party,576.0,1.0,577.0,0.13,Chandigarh,Chandigarh - 1,,,,,,,,,
